row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
10,2ddc563,2015,16767.621858273866,,3095.324886611911,,3278.327673957622,28827.559930862688,1.6097260350103453,75.56733753644845,1070889.052455737,2903656.6051591216,1826512.952559343,0.3674565302470057,,,,8105.834114060324,42.29503075500896,31.761867592808986,3.2042049424379777,117.83127356761561,20.7795466695994,30.074114589669087,,,,92.45796442605555,91.04367508027792,,,90.42864577945632,100.6895353731668,28.158016638034816,,0.0,0.010185127212237093,2.408500030633479,100.38969612976396,,18.54976626106702,1406863.716207543,4.215938089961669,10.644407977389465,-0.28708326940139417
11,b79b5f9,2009,31503.11287157392,8.704189222317998,1712.5303707341059,1.2577780873479651,52568.58144276377,111926.59108056332,3.00250897549305,73.57120956660641,3993579.2393993973,7992295.078552354,4029123.171871775,2.011007737086908,214.20625888419372,52.21181021940333,18.134190977303845,3975.446083395861,58.17159922458065,51.784927398260145,3.1866575667082784,57.083942674491716,14.326846583702196,19.76739686869044,2.3949484629732543,27.222379202872794,,87.64998751875419,87.28142307557604,23.98133754320282,45.747140298470974,74.93921599101394,87.70612129685263,16.689285849888147,13.47195494054269,11.744960397320618,0.019962083102434705,,79.51621439717034,7889.912256514777,3.2495763345813407,3186582.9793274733,1.064053567666816,18.035370088402537,-0.33274103785715925
12,f787860,2003,99.71831472992372,10.052773185140577,14716.454679670425,,258.8933651534353,397.17958891994317,2.202626505184074,70.76887329184812,58258.47534382755,110204.04346992465,49885.26752996617,0.19208807165349207,200.13240128343037,99.52792018185178,82.48077675990163,8836.165938162943,49.37077047788679,,1.362556533514447,57.08698126071275,20.695549843951582,41.34562297481463,15.021907573531728,56.96868894322064,,,99.546462500724,42.384142557517485,38.307932325959015,77.03400494632955,94.58491454206343,27.983033779590137,14.831737855125098,2.8241534085651194,,,83.6174444624416,195.92714683766852,19.02921965287043,50997.678335567136,,22.414218574907757,0.7899528359421616
13,4080343,2011,36514.19346559091,0.3002717211975738,1234.6749398591103,,2720.4467866938,53759.398726196196,4.717507356136559,58.470321135982864,4170871.714097607,6811155.071354205,2494241.7921419577,2.7145542113887506,123.44316123212037,14.043363260397143,18.30048042250529,1232.4578459128911,55.20972505806038,46.041785551300826,16.724054002801093,80.33469136069367,16.27398107985407,26.066550420370227,5.137481061476149,5.991175112978167,60.32566563976797,,,7.989523518722401,71.32976442975868,11.453458479212575,59.93992044523782,51.2896529067411,5.3996704270694496,52.13242265480844,0.10169142005378756,,39.48319510784651,2433.736176517536,1.861606552533101,3023993.2628972493,1.5445463293839397,10.924105107385797,-0.1826601055404509
14,c408d26,2000,14936.262147952732,6.755966170440227,2153.387585787787,,3353.9671265621455,20646.257678334056,3.0409835118499076,69.26682677881223,2449477.715218886,5907380.6668715235,3397070.616201316,0.7202337742240397,136.63227796459637,40.527273571011904,17.752294093837172,6465.977157839785,42.47792647588303,52.1978344306593,1.3773376393908119,30.39260029064031,10.582827304237847,17.89590305697325,3.7268083794627143,24.989330831624233,,91.01620659049803,89.93895581720649,18.65831674793768,51.19386294081669,63.18739172542326,82.49959708142026,18.099862275867082,13.759525714473957,10.623628740873036,0.06912687373925006,,83.33535938940632,5801.111402482314,6.909623155206312,2248711.5216687205,0.9333269145718219,9.55133747023881,0.2624328379257779
15,e256731,2004,358038.8417244148,59.99466138197488,2395.157245391151,,19341.851905081807,762934.9659774182,4.085173952063441,63.159183013142886,98348753.06233715,147798280.97901976,52632102.33308988,2.024773371084979,181.96066654412016,-9.746082010703464,9.027215764872247,3862.0802556555286,14.90323271052383,32.68169898768967,1.4439859433051718,9.427435818960891,10.411510840227818,8.29196984245405,5.771588346202714,66.75520258832236,,54.9020886597078,66.72880423850191,23.167937240465783,48.452456045923256,44.34850304983287,90.03932001319183,48.0921304370816,3.4961252516234174,33.11719786086584,0.010130210256066722,1.011916110355765,80.74153973779782,132199.89528030227,7.294330108584022,48154021.93532532,4.323338056139943,21.196609526970413,-1.5303920454491617
16,99a7c06,2005,1128012.3925907514,11.896622357730873,478.90242541849824,,113718.62834605697,1547914.5758209603,2.188501657537426,65.93428170547158,930046.2431349148,2519556.483596567,1605865.2397491422,1.201594363267406,238.3291868218243,66.79718389589404,13.85434772507639,6113.954649815197,63.73451191720002,,9.083779812902828,86.47053158274538,,32.82797276187707,46.131564871418085,35.61173974420708,,92.58278075064412,93.19024546563816,43.4782396471511,49.39977799893654,53.208282328703454,59.87655924181338,16.470894825283178,10.022631926336217,13.347116391136598,0.009933701452255533,0.09891470047354649,86.92286076394512,8610.722381099326,3.330185704196826,1056179.4272776307,1.194203279801457,6.598299749698694,0.8660956612044047
17,a0b37e7,2015,467257.9255625824,,2226.4853037978187,,107302.44165094245,1596251.3510717426,1.6696519943231114,74.91881328930731,21251212.54871152,78773514.15998903,58143363.610089794,1.1812038119201382,,,,15811.162485631608,19.384726402741812,,0.0287335777017964,1.4123412724459306,,,,,,,98.3706518960204,,,88.77206940360966,96.89147489037472,29.05880977797743,,0.5518372637813083,0.010059158168867422,0.492375176072515,100.90191391183299,,11.266071204383858,26310886.846161015,2.7254782608281856,3.1193296090392297,-0.9155324670807172
18,d090b87,2000,16571.566687168423,10.313608014303814,947.1106464769118,,1100.5617890374947,27072.998915838758,4.3491241602424715,57.7391760214668,5404577.209395882,8467387.842335708,3041569.4189958354,1.712128907036386,99.65928120237463,56.49156302917076,101.99880524268218,1759.1543852215761,32.755022186045046,,5.194590639745868,24.612026886879438,,11.62287433723582,3.759138734236884,53.123520338094615,,,,7.9889078188606355,51.66232388343712,20.80793318669007,61.979494843734614,53.0312100764283,6.147649501512054,37.50408703921649,0.211861992046061,,33.999265496469285,1384.7217799071702,8.535742509236195,3266611.64283391,,,-0.755657985620265
19,e256731,2006,368486.7928509775,62.84068472662951,2508.87752826923,,18379.70387556535,778930.3304946676,4.069036456793006,64.29485205803813,102875446.6869209,157095233.07399428,54223909.051016256,2.0524493774096633,185.84683423534227,-11.512291481921727,11.850890778498432,4160.267598590124,21.4213095060445,,1.5613346800909593,13.664175709719864,10.432596959504382,8.8132722488198,3.4896945852677193,39.40689640683034,53.353969551119086,59.173481534271566,66.09970020362712,24.12256212207246,47.636230608677494,48.17663296613062,88.06714174079627,49.48848525875397,3.844505147904074,29.02784636689132,0.009850445180363026,0.9885370453587364,83.28930014872202,148335.93218100938,5.984917435942269,53330191.78298266,3.6751914414690665,20.964443128321196,-2.0566678842045403
20,6966b4a,2011,6154.292487976654,1.10620189767332,873.3144967551449,,4762.2958992400245,10186.466083049785,5.746976748433163,59.02814409374465,748657.5622808122,1744385.3828865422,1004227.7198884846,3.153459924607177,74.99150184215306,45.224229915948094,182.30399742171375,1524.7833623723925,41.3858739602719,,15.725353960226968,76.44208554775359,,23.161672341928845,18.035767952967433,74.72307158031072,,71.00616224605612,69.05666560245265,15.285873917661245,61.78746707793919,59.944554049199205,89.59908532907366,57.55522305295987,6.648636869396289,1.7802206123442994,0.15891077265687029,,40.62266160091292,451.23548535803,9.447061088686599,549407.4323146451,,7.641341200990578,0.009829847622227484
21,79c89fd,2009,2.962541109266741,,,,10.168116526842276,50.420884053609115,1.7328365756408033,80.93018097547584,0.0,66821.9069776488,66891.96970836852,0.5546658745768763,31.880494754412762,,349.2649888345888,58007.46823324302,30.68989671967783,,,,,39.63122237635082,0.7851702339956147,95.94625324123479,,,,60.59050095383063,23.61507871856847,,,,,0.0,,,101.97106388399888,485.05857692846655,,,,,0.7227491179019859
22,12c8f8f,2003,18193.947153190933,0.8103249959267323,953.6618894090967,,3647.2604266563185,24814.52743185728,5.333335414918551,52.09603434802083,7065472.986094772,8692096.790291423,1539097.8126556335,1.6457035028968334,180.86880283791885,19.312905118939085,75.92842448660498,922.7379815312087,23.155425891650587,,18.61765106927334,38.8488523065585,,,11.776949409740546,108.43027953605365,,91.16135218704301,88.32205881701157,4.018467324771334,53.01224909509766,50.627590039413896,68.92676873268553,20.920349764528307,1.414709655742687,3.9705101919898453,0.2870277913412479,,7.7343671719932825,530.9618754470082,1.1366017015268928,4337414.407279189,2.4699650234792228,48.83343846072498,-1.1656019492834735
23,3e049d7,2012,959044.4790730119,13.30328248556857,4188.559506379051,,90914.46985089155,1229791.5696127035,2.5713184445040618,57.919232567270555,19743312.379749097,52528734.97773818,34005774.51468924,1.3899452197337256,235.00258042155028,3.859737300524314,4.0732479346479975,12470.543184059794,31.41111361124023,,0.27137392410183714,20.213715017111955,25.425656547763857,9.25702339331261,11.533194252893942,23.6575641517737,95.43561512735242,,,35.602941157787356,52.5220192619265,64.21166432541574,91.94309982189444,25.241395680183125,24.17033295472461,4.115783542685782,1.2349161239123683,1.675221930060925,84.01162388119589,460541.01540203206,24.713400766766494,19400384.58739538,1.1361478279770625,42.345172646911216,-0.02033859150698255
24,e509cda,2002,51092.21087755501,0.09935246308663825,1051.4609752844192,,219830.7918362204,610918.1535487366,5.398339578263768,43.88628562863898,2468833.0679252455,3893897.4064000985,1453423.2939941091,1.9652816777114237,181.91833073751786,17.862215506937243,11.070470513847695,859.6670590050477,20.360022448246205,,6.158421154933353,15.32426279876585,,,5.301942835016862,26.689878832636705,,,,17.303260205095008,54.7886609370893,17.720376987459044,64.13286636555914,49.29417969141544,2.23526526332675,23.39886163469434,0.34251016062949396,,6.575715929274788,247.4396675368259,6.14254533930764,1622280.4321716332,1.0633169363645625,7.419695616875723,-1.9105711035353854
25,abd1492,2006,1804213.5094026062,41.441217717131366,2487.506143825036,,691929.583483676,2964217.9503284255,2.893420183763659,66.18086181113483,809345904.2083479,1156724336.1531146,339634967.7345998,1.5633401835058796,153.68342768917665,-2.0810617451181974,4.065121299401699,3430.420916794011,25.021887504005974,,0.14956101822275797,1.1785818254265743,11.512538188149415,13.765628552614025,5.664423019897054,31.30596599791562,62.09602452282951,,,9.931135279540014,61.83674435060562,30.992914119721515,84.89999597278022,53.12269778964196,2.1980794562447215,55.31506689995451,0.019755809922390583,1.9294483952456574,67.60305313160707,1325546.8516859992,4.242369631535686,458883401.7097262,2.6291329845820086,8.134059860516613,-1.0557877720751765
26,04952a0,2013,705250.1050986943,0.9123221555549358,1243.7113828133158,,78558.31327284314,921805.9039446926,5.788104836718067,53.03684007702282,92519702.8591816,174095900.87131906,77632910.8534893,2.701659585256973,205.30089369429533,,,5398.575240937228,13.156553951959197,,0.5048058904156509,14.451828476081753,1.4787054948755034,4.631872193912924,12.575160220528188,24.9523741770233,,,,,,29.55240370174288,65.66885812995997,50.05353506806825,8.706040768452729,25.452244853045517,0.21881822697776115,,54.58631576343803,99168.7961817962,3.74859533301755,53365686.16861672,0.4666793247483081,6.801562285903166,-2.0684427361724085
27,5dbddf9,2004,379144.60369254416,41.76595815807901,1315.5511236259983,,13749.61638371014,661144.1219323593,6.916128609522286,58.42741336340833,18829267.514025405,23904004.777336616,5480140.963611545,4.555175204394752,118.80572162210144,18.288490427027295,161.79739082742915,1071.7773102902229,87.94343019018461,,43.346926211638035,96.2131118621275,,,14.571221198773308,52.86427479573073,,,,13.1622120420117,76.99526987490701,25.659680573537642,37.20125559000818,35.180291702510665,1.5247405907410565,23.767491616338113,0.010177871119067174,,17.141620610640157,948.7590105002887,9.895028385479044,6514465.255321878,2.412389747852504,,-2.3079825422721783
28,893d538,2005,133188.10290048446,0.20106670865474074,1561.5991454070383,,34437.763433975546,197983.90506966444,6.679688912603991,52.287305869183704,25277750.41680784,28565929.59647957,3728915.260799863,3.4185429105182106,171.00250503101736,15.804278665733644,33.67772817431411,1252.9209492261868,24.8317027969605,43.527320404794935,13.933404296578372,41.61714503326923,,12.453521637895115,3.454295168749444,51.19146290399984,,,,10.889386149229855,45.86306729141963,16.573976793605752,64.70200987050454,37.505516360131594,1.8648167542379468,12.210058648831508,0.7174838989402764,,9.041818569907267,2158.6364904865445,1.9264895038700336,10024202.727527069,2.39891025788566,23.66124097530423,-1.43742513118239
29,d3a0eeb,2003,10316396.043180145,3.1477013182866584,1124.1157035767837,,6484093.979443819,24000264.298254453,5.603861686656589,51.92722665140247,489962912.7288182,717799366.7017171,234894402.23558274,2.68603276596235,151.8687956349101,19.006412121450857,9.900861036823526,2473.6542554935018,34.475874324773024,,5.706484520469705,33.63386043893207,14.16489455402403,12.879653933107038,0.9973056992241615,7.859193367101286,58.147322206209395,63.73856852867096,65.04844076445575,10.119663188441912,57.11464792463009,26.477550409858186,57.33512152987909,,,30.975428863149443,0.4868737628448856,,29.03951079011014,637609.9465104771,8.336862274612084,270830653.795583,1.6325201624790895,13.481274270468331,
30,c8e4701,2013,203937.47237205037,2.4971643097101723,2179.7233875588495,,102216.56947193501,312783.463726045,5.025631706748102,52.92526332072615,10174912.65413956,21625007.634550452,11654686.612411665,2.511061649984109,270.844832519754,,,2904.6505488039907,39.28024616854329,,4.3442767135879246,58.7339651926523,14.463941472413815,13.445863035485935,10.123405309304164,29.24703222604905,,65.31130510674677,69.17353146878777,,,21.678946334456242,83.09775483824319,51.20097223966684,7.378962507372542,25.521965566159285,0.1508292462186846,0.20196734088770318,62.37053908930374,10657.249862293591,2.8015565517733543,7266988.901846581,1.3588547748739033,10.36376215858561,-1.0156081231876477
31,f405b98,2005,37615.79827149777,1.9663318896759783,1127.7640471402453,,28420.534077450175,71867.04261195817,5.770336819530444,44.17156840929497,3512203.611696602,5596407.21660543,2073154.7527114365,3.915096843931577,132.2370207823544,21.74894807347578,83.97102313439844,1036.4035271155449,29.02723327233777,,21.26005240559086,60.84201821652432,8.245798091927544,10.248094013603387,18.94990595147587,20.13759029712186,,,,10.964225863064181,59.64931524324943,11.751032824313382,51.50547352332025,51.38474782768487,3.8563749643459277,23.660575882187494,,,11.168180464608474,542.5482542375803,3.5500550134036493,2062577.3306115575,1.4241681532469983,14.504383748415624,-0.43657284780468475
32,7e222a7,2011,51796.936708142144,1.2077508849051017,1599.6698441576896,,219192.7639946829,258844.3406472807,4.114833051824175,64.67737416667717,238334.1562051289,1702100.0801584371,1462673.7852226712,3.441778929507956,150.78606286168042,85.12492991186707,4.982847684839119,15974.684260942535,17.643361939615257,,0.44331291191071104,40.224986520098625,,15.932407279443547,4.281712303628911,33.40750432388878,,,,39.62687127909413,50.841045955212174,41.1254112820846,92.38812699094346,59.26254488042976,12.350751663792956,2.7294978255801072,0.20288623187391508,0.2948627440861741,85.27765238509866,4937.457203392614,19.99318647549629,524804.1727928095,1.4776692951401023,14.377440172252738,0.3902386088270506
33,5c2e474,2003,23245.517679328183,1.000591056880018,612.7777361399192,,421.2247093675609,29989.068897699835,3.749081202540841,45.1303546251541,1518458.8432933553,1942053.580256012,410025.4820184154,0.8408294353226011,58.60848697892429,52.42541329748404,31.00905228837967,1895.7551520815498,,,4.754942126738069,41.139924375288054,32.8706531914153,30.963826071282277,5.39479278233917,9.099951325083968,,84.11311863454992,79.42119239076773,8.930309561766373,81.05003274816946,25.79204527341336,77.97078918028664,32.737826346109,8.883803281949806,41.88008565652096,2.5985788692283514,,7.071693050025714,1929.9691177383859,30.650329690749636,830983.2302844445,2.3261442864859094,11.683800665744211,0.0712782244894573
34,10aeba6,2012,9490.570728856597,0.10014539851159823,3475.8093782687915,,22751.097549892354,41714.720444146165,1.5429122063737177,74.80465492659526,421269.10445128666,1347665.2198008397,905933.5706778354,-0.36062949117184234,399.30651223697686,-39.067352082775336,6.036488784814477,25825.22970359601,84.78760420335671,32.82470271513096,,,1.283946478222071,43.95502507156173,8.04013731560193,44.62013620536355,,98.32828458458853,99.87414034446212,53.36202185393924,37.26918036651856,97.75198519372343,99.45870535895997,23.344752963585837,21.829858122543403,0.0,,1.8239913661082978,100.636214668766,17609.752308663108,10.17052931644582,674618.491183966,1.9062653402431742,21.093054669133547,0.5999646269795135
35,0b6e276,2004,448.3121990827854,33.873400451680375,,,1247.275067987505,3714.8610025406697,2.326989639540019,74.11384037803188,109733.24838469768,247167.5179540862,141951.9154103587,1.33349460100265,92.15301327751362,,121.21857817563223,,,,,,,,3.354524328079783,28.039907451188903,,,,66.23905866063954,34.162723566864905,98.66400772851861,100.8283459090668,,,1.5239686518276958,,,100.91783121059177,774.0310486319682,11.622487395714245,102456.06576281003,,,
36,a0b37e7,2009,461588.4681562456,59.49753315065675,2002.563294778429,3.01748128930636,107395.51919622834,1597521.9090594302,1.7545152745833394,73.47759794505349,22385447.887080826,74997717.41225979,52169737.6364529,1.1451345459591136,330.378457422084,35.966433128301155,5.965779244637586,16498.683446902105,21.15519656861936,42.715891318710646,0.022583230804400715,1.2431413679988785,7.365735475335291,,11.777064901223547,34.982538598567,,,100.96348168108112,21.645091212613057,53.168739700674294,88.25022076645031,93.72615884194191,27.323506867870265,18.93449920917838,0.6029889134515897,0.009805894026567258,0.4034088703364206,97.14744726674166,547299.4247857746,11.915881616776566,24557897.324299723,3.021051558344026,2.8120029083585463,-1.537091268096871
37,2e5e810,2003,93537.89335422264,61.06215540919943,4484.493661411855,,123194.63543419832,310380.55249586346,1.8773616970654614,72.65008181033726,61163017.76800815,84387605.60356094,21833446.289761,0.9795649508622496,226.55338084202924,-10.924872747579814,4.04183691803525,3043.2514382053714,67.95214816766187,,4.148219268772912,20.96651428122169,21.02938145555423,18.737237205851304,3.4305713449625785,19.935152673664103,,,,17.828159772877477,68.90723343184135,59.07224031246094,82.93233201876745,24.634369613892023,0.8890097363961871,14.623072664008674,0.04952739113137922,0.8065602391718643,90.10779345465431,77564.20214021041,2.2430201121824274,45362413.13275571,2.1686317407222573,27.29737533876771,0.10165194162572405
38,3e049d7,2014,976562.3926028882,,4956.062385408653,,93832.34425995697,1210030.8237123007,2.4758591385254043,61.477651000670164,19124943.587674037,54734404.11556976,34922143.097023934,1.444876595163727,,,,12438.578792769516,32.729527657826054,63.43822173521357,0.31380792973114324,19.739431961415637,26.833160260821508,9.82694535708598,5.644939425489701,,92.9217241262566,,,,,66.29714611499584,94.03583510421153,25.60512647320628,25.564819479764182,2.8322176259702814,1.1209213424094953,1.7023700561930915,86.08581957258788,487364.87008389784,24.838794130094655,20130611.68927578,1.1027268706403757,41.63630143806043,-0.12940542518683565
39,c8e4701,2004,196797.87049904512,2.611648097505914,1825.6737844366467,,103250.97843118911,320930.6681157798,5.593582627111267,47.481485567052474,9517044.735370362,17838664.68678398,8475071.11932398,1.7546804783202667,257.25952727393917,50.614132750717054,9.02716944035631,2652.7796858035003,38.69441966949307,,1.0981977883179512,9.000173671764246,14.455559221978547,,5.55362881642218,22.036462339416666,,,,12.827806400952605,64.73534680244866,19.21817953480205,77.43378793209497,50.54736455497033,5.073531597492067,33.10257693664294,0.327454652739472,,51.93367756351201,7562.6942399817435,3.5875713083068397,6385704.325430029,1.5174599366356114,8.666933444544235,-2.1773380905947084
40,0593aa0,2011,80.63173591452014,65.65649615157116,1027.4285209600837,,171.91216938849917,346.65119574392827,2.1848822409017647,73.27158141826492,66514.11225283823,103005.82542421264,36952.57757053058,0.38345599419221166,127.50432979054385,99.85470322309271,196.40045193751303,11093.436242455296,51.35823720645758,,1.6315213786414087,115.24338968299138,18.857681798631273,33.784998154313634,6.7467376339149565,18.30148109952036,,,,40.69304808393972,26.830744695958188,98.80234858992766,98.30669783644663,23.289438149624925,19.37265692904384,3.2963304935491524,,,87.9345055251509,250.967307453344,,,,13.147546626646278,0.36362943845110984
41,ed9ad13,2011,1717589.5438133695,50.488960573260236,5439.982503699892,,9891.169203727002,2180775.195600239,2.906391926261479,72.36881143630906,5089836.477909335,28601501.434360612,23091262.45938105,2.9026383611253364,114.24949942665691,93.21596816936885,4.966890963043012,47768.74043283327,29.555895557171834,,,,,13.145073089475705,2.4373579163515955,42.045737582688666,,97.7491575379933,97.81846328569644,37.861957532936906,46.05161593288135,98.37560286315767,97.76488692686021,42.08778107635954,29.41535228362584,0.0,0.00999069311367136,0.09949971620543732,98.55264396831599,492566.87607068825,5.883096370835711,10611355.229001844,7.159163190851305,0.0,-0.4566864108865816
